timeStamp,label,threadName,Latency
1516797476427,5 Sensors connected to AWS,A thread group of 5 sensors for AWS 1-3,196
1516797476486,5 Sensors connected to Google,A thread group of 5 sensors for Google 2-4,154
1516797476640,5 Sensors connected to Google,A thread group of 5 sensors for Google 2-4,155
1516797476614,5 Sensors connected to AWS,A thread group of 5 sensors for AWS 1-2,196
1516797476614,5 Sensors connected to AWS,A thread group of 5 sensors for AWS 1-4,197
1516797476620,5 Sensors connected to AWS,A thread group of 5 sensors for AWS 1-5,193
1516797476623,5 Sensors connected to AWS,A thread group of 5 sensors for AWS 1-3,194
1516797476619,5 Sensors connected to AWS,A thread group of 5 sensors for AWS 1-1,199
1516797476795,5 Sensors connected to Google,A thread group of 5 sensors for Google 2-4,149
1516797476810,5 Sensors connected to AWS,A thread group of 5 sensors for AWS 1-2,190
1516797476811,5 Sensors connected to AWS,A thread group of 5 sensors for AWS 1-4,202
1516797476813,5 Sensors connected to AWS,A thread group of 5 sensors for AWS 1-5,202
1516797476818,5 Sensors connected to AWS,A thread group of 5 sensors for AWS 1-1,200
1516797476817,5 Sensors connected to AWS,A thread group of 5 sensors for AWS 1-3,204
1516797476945,5 Sensors connected to Google,A thread group of 5 sensors for Google 2-4,154
1516797477001,5 Sensors connected to AWS,A thread group of 5 sensors for AWS 1-2,193
1516797477015,5 Sensors connected to AWS,A thread group of 5 sensors for AWS 1-5,192
1516797477013,5 Sensors connected to AWS,A thread group of 5 sensors for AWS 1-4,194
1516797477018,5 Sensors connected to AWS,A thread group of 5 sensors for AWS 1-1,194
1516797477021,5 Sensors connected to AWS,A thread group of 5 sensors for AWS 1-3,193
1516797477099,5 Sensors connected to Google,A thread group of 5 sensors for Google 2-4,149
1516797477194,5 Sensors connected to AWS,A thread group of 5 sensors for AWS 1-2,194
1516797477248,5 Sensors connected to Google,A thread group of 5 sensors for Google 2-4,146
1516797477207,5 Sensors connected to AWS,A thread group of 5 sensors for AWS 1-5,190
1516797477212,5 Sensors connected to AWS,A thread group of 5 sensors for AWS 1-1,188
1516797477207,5 Sensors connected to AWS,A thread group of 5 sensors for AWS 1-4,193
1516797477214,5 Sensors connected to AWS,A thread group of 5 sensors for AWS 1-3,196
1516797477395,5 Sensors connected to Google,A thread group of 5 sensors for Google 2-4,147
1516797477389,5 Sensors connected to AWS,A thread group of 5 sensors for AWS 1-2,193
1516797477398,5 Sensors connected to AWS,A thread group of 5 sensors for AWS 1-5,194
1516797477400,5 Sensors connected to AWS,A thread group of 5 sensors for AWS 1-1,192
1516797477400,5 Sensors connected to AWS,A thread group of 5 sensors for AWS 1-4,195
1516797477411,5 Sensors connected to AWS,A thread group of 5 sensors for AWS 1-3,199
1516797477542,5 Sensors connected to Google,A thread group of 5 sensors for Google 2-4,153
1516797477583,5 Sensors connected to AWS,A thread group of 5 sensors for AWS 1-2,191
1516797477592,5 Sensors connected to AWS,A thread group of 5 sensors for AWS 1-1,197
1516797477595,5 Sensors connected to AWS,A thread group of 5 sensors for AWS 1-4,194
1516797477592,5 Sensors connected to AWS,A thread group of 5 sensors for AWS 1-5,206
1516797477610,5 Sensors connected to AWS,A thread group of 5 sensors for AWS 1-3,194
1516797477695,5 Sensors connected to Google,A thread group of 5 sensors for Google 2-4,156
1516797477774,5 Sensors connected to AWS,A thread group of 5 sensors for AWS 1-2,193
1516797477789,5 Sensors connected to AWS,A thread group of 5 sensors for AWS 1-1,196
1516797477789,5 Sensors connected to AWS,A thread group of 5 sensors for AWS 1-4,198
1516797477798,5 Sensors connected to AWS,A thread group of 5 sensors for AWS 1-5,196
1516797477804,5 Sensors connected to AWS,A thread group of 5 sensors for AWS 1-3,199
1516797477851,5 Sensors connected to Google,A thread group of 5 sensors for Google 2-4,155
1516797478006,5 Sensors connected to Google,A thread group of 5 sensors for Google 2-4,146
1516797477968,5 Sensors connected to AWS,A thread group of 5 sensors for AWS 1-2,194
1516797477986,5 Sensors connected to AWS,A thread group of 5 sensors for AWS 1-1,200
1516797477987,5 Sensors connected to AWS,A thread group of 5 sensors for AWS 1-4,206
1516797477995,5 Sensors connected to AWS,A thread group of 5 sensors for AWS 1-5,202
1516797478003,5 Sensors connected to AWS,A thread group of 5 sensors for AWS 1-3,194
1516797478152,5 Sensors connected to Google,A thread group of 5 sensors for Google 2-4,148
1516797478162,5 Sensors connected to AWS,A thread group of 5 sensors for AWS 1-2,194
1516797478189,5 Sensors connected to AWS,A thread group of 5 sensors for AWS 1-1,198
1516797478193,5 Sensors connected to AWS,A thread group of 5 sensors for AWS 1-4,198
1516797478197,5 Sensors connected to AWS,A thread group of 5 sensors for AWS 1-3,194
1516797478197,5 Sensors connected to AWS,A thread group of 5 sensors for AWS 1-5,194
1516797478300,5 Sensors connected to Google,A thread group of 5 sensors for Google 2-4,150
1516797478356,5 Sensors connected to AWS,A thread group of 5 sensors for AWS 1-2,193
1516797478388,5 Sensors connected to AWS,A thread group of 5 sensors for AWS 1-1,200
1516797478391,5 Sensors connected to AWS,A thread group of 5 sensors for AWS 1-4,197
1516797478391,5 Sensors connected to AWS,A thread group of 5 sensors for AWS 1-3,198
1516797478391,5 Sensors connected to AWS,A thread group of 5 sensors for AWS 1-5,200
1516797478451,5 Sensors connected to Google,A thread group of 5 sensors for Google 2-4,153
1516797478549,5 Sensors connected to AWS,A thread group of 5 sensors for AWS 1-2,193
1516797478604,5 Sensors connected to Google,A thread group of 5 sensors for Google 2-4,151
1516797478591,5 Sensors connected to AWS,A thread group of 5 sensors for AWS 1-5,194
1516797478589,5 Sensors connected to AWS,A thread group of 5 sensors for AWS 1-1,196
1516797478590,5 Sensors connected to AWS,A thread group of 5 sensors for AWS 1-3,196
1516797478589,5 Sensors connected to AWS,A thread group of 5 sensors for AWS 1-4,197
1516797478755,5 Sensors connected to Google,A thread group of 5 sensors for Google 2-4,149
1516797478742,5 Sensors connected to AWS,A thread group of 5 sensors for AWS 1-2,192
1516797478786,5 Sensors connected to AWS,A thread group of 5 sensors for AWS 1-5,201
1516797478786,5 Sensors connected to AWS,A thread group of 5 sensors for AWS 1-4,201
1516797478786,5 Sensors connected to AWS,A thread group of 5 sensors for AWS 1-3,201
1516797478786,5 Sensors connected to AWS,A thread group of 5 sensors for AWS 1-1,206
1516797478904,5 Sensors connected to Google,A thread group of 5 sensors for Google 2-4,156
1516797478934,5 Sensors connected to AWS,A thread group of 5 sensors for AWS 1-2,195
1516797478987,5 Sensors connected to AWS,A thread group of 5 sensors for AWS 1-4,191
1516797478992,5 Sensors connected to AWS,A thread group of 5 sensors for AWS 1-1,190
1516797478987,5 Sensors connected to AWS,A thread group of 5 sensors for AWS 1-5,197
1516797478987,5 Sensors connected to AWS,A thread group of 5 sensors for AWS 1-3,197
1516797479096,5 Sensors connected to Google,A thread group of 5 sensors for Google 2-4,147
1516797479129,5 Sensors connected to AWS,A thread group of 5 sensors for AWS 1-2,194
1516797479182,5 Sensors connected to AWS,A thread group of 5 sensors for AWS 1-1,191
1516797479178,5 Sensors connected to AWS,A thread group of 5 sensors for AWS 1-4,198
1516797479184,5 Sensors connected to AWS,A thread group of 5 sensors for AWS 1-5,193
1516797479184,5 Sensors connected to AWS,A thread group of 5 sensors for AWS 1-3,195
1516797479243,5 Sensors connected to Google,A thread group of 5 sensors for Google 2-4,152
1516797479323,5 Sensors connected to AWS,A thread group of 5 sensors for AWS 1-2,193
1516797479396,5 Sensors connected to Google,A thread group of 5 sensors for Google 2-4,152
1516797479376,5 Sensors connected to AWS,A thread group of 5 sensors for AWS 1-4,189
1516797479374,5 Sensors connected to AWS,A thread group of 5 sensors for AWS 1-1,191
1516797479378,5 Sensors connected to AWS,A thread group of 5 sensors for AWS 1-5,192
1516797479379,5 Sensors connected to AWS,A thread group of 5 sensors for AWS 1-3,191
1516797479549,5 Sensors connected to Google,A thread group of 5 sensors for Google 2-4,153
1516797479516,5 Sensors connected to AWS,A thread group of 5 sensors for AWS 1-2,188
1516797479565,5 Sensors connected to AWS,A thread group of 5 sensors for AWS 1-1,205
1516797479565,5 Sensors connected to AWS,A thread group of 5 sensors for AWS 1-4,205
1516797479570,5 Sensors connected to AWS,A thread group of 5 sensors for AWS 1-3,200
1516797479570,5 Sensors connected to AWS,A thread group of 5 sensors for AWS 1-5,201
1516797479702,5 Sensors connected to Google,A thread group of 5 sensors for Google 2-4,149
1516797479704,5 Sensors connected to AWS,A thread group of 5 sensors for AWS 1-2,193
1516797479770,5 Sensors connected to AWS,A thread group of 5 sensors for AWS 1-1,194
1516797479770,5 Sensors connected to AWS,A thread group of 5 sensors for AWS 1-4,194
1516797479771,5 Sensors connected to AWS,A thread group of 5 sensors for AWS 1-3,193
1516797479771,5 Sensors connected to AWS,A thread group of 5 sensors for AWS 1-5,193
1516797479851,5 Sensors connected to Google,A thread group of 5 sensors for Google 2-4,147
1516797479897,5 Sensors connected to AWS,A thread group of 5 sensors for AWS 1-2,194
1516797479964,5 Sensors connected to AWS,A thread group of 5 sensors for AWS 1-4,194
1516797479998,5 Sensors connected to Google,A thread group of 5 sensors for Google 2-4,162
1516797479964,5 Sensors connected to AWS,A thread group of 5 sensors for AWS 1-5,196
1516797479964,5 Sensors connected to AWS,A thread group of 5 sensors for AWS 1-3,197
1516797479964,5 Sensors connected to AWS,A thread group of 5 sensors for AWS 1-1,197
1516797480092,5 Sensors connected to AWS,A thread group of 5 sensors for AWS 1-2,193
1516797480161,5 Sensors connected to Google,A thread group of 5 sensors for Google 2-4,155
1516797480161,5 Sensors connected to AWS,A thread group of 5 sensors for AWS 1-5,196
1516797480159,5 Sensors connected to AWS,A thread group of 5 sensors for AWS 1-4,198
1516797480161,5 Sensors connected to AWS,A thread group of 5 sensors for AWS 1-1,196
1516797480161,5 Sensors connected to AWS,A thread group of 5 sensors for AWS 1-3,196
1516797480316,5 Sensors connected to Google,A thread group of 5 sensors for Google 2-4,162
1516797480285,5 Sensors connected to AWS,A thread group of 5 sensors for AWS 1-2,196
1516797480357,5 Sensors connected to AWS,A thread group of 5 sensors for AWS 1-5,195
1516797480357,5 Sensors connected to AWS,A thread group of 5 sensors for AWS 1-1,195
1516797480357,5 Sensors connected to AWS,A thread group of 5 sensors for AWS 1-4,195
1516797480357,5 Sensors connected to AWS,A thread group of 5 sensors for AWS 1-3,195
1516797480478,5 Sensors connected to Google,A thread group of 5 sensors for Google 2-4,150
1516797480481,5 Sensors connected to AWS,A thread group of 5 sensors for AWS 1-2,191
1516797480552,5 Sensors connected to AWS,A thread group of 5 sensors for AWS 1-1,189
1516797480552,5 Sensors connected to AWS,A thread group of 5 sensors for AWS 1-4,190
1516797480552,5 Sensors connected to AWS,A thread group of 5 sensors for AWS 1-5,191
1516797480552,5 Sensors connected to AWS,A thread group of 5 sensors for AWS 1-3,191
1516797480628,5 Sensors connected to Google,A thread group of 5 sensors for Google 2-4,155
1516797480672,5 Sensors connected to AWS,A thread group of 5 sensors for AWS 1-2,197
1516797480741,5 Sensors connected to AWS,A thread group of 5 sensors for AWS 1-1,193
1516797480744,5 Sensors connected to AWS,A thread group of 5 sensors for AWS 1-5,192
1516797480783,5 Sensors connected to Google,A thread group of 5 sensors for Google 2-4,153
1516797480744,5 Sensors connected to AWS,A thread group of 5 sensors for AWS 1-3,192
1516797480743,5 Sensors connected to AWS,A thread group of 5 sensors for AWS 1-4,193
1516797480869,5 Sensors connected to AWS,A thread group of 5 sensors for AWS 1-2,205
1516797480936,5 Sensors connected to Google,A thread group of 5 sensors for Google 2-4,157
1516797480935,5 Sensors connected to AWS,A thread group of 5 sensors for AWS 1-1,188
1516797480936,5 Sensors connected to AWS,A thread group of 5 sensors for AWS 1-4,193
1516797480936,5 Sensors connected to AWS,A thread group of 5 sensors for AWS 1-5,193
1516797480936,5 Sensors connected to AWS,A thread group of 5 sensors for AWS 1-3,195
1516797481093,5 Sensors connected to Google,A thread group of 5 sensors for Google 2-4,158
1516797481074,5 Sensors connected to AWS,A thread group of 5 sensors for AWS 1-2,212
1516797481123,5 Sensors connected to AWS,A thread group of 5 sensors for AWS 1-1,194
1516797481129,5 Sensors connected to AWS,A thread group of 5 sensors for AWS 1-4,202
1516797481129,5 Sensors connected to AWS,A thread group of 5 sensors for AWS 1-5,202
1516797481131,5 Sensors connected to AWS,A thread group of 5 sensors for AWS 1-3,202
1516797481251,5 Sensors connected to Google,A thread group of 5 sensors for Google 2-4,169
1516797481287,5 Sensors connected to AWS,A thread group of 5 sensors for AWS 1-2,187
1516797481317,5 Sensors connected to AWS,A thread group of 5 sensors for AWS 1-1,196
1516797481331,5 Sensors connected to AWS,A thread group of 5 sensors for AWS 1-4,201
1516797481331,5 Sensors connected to AWS,A thread group of 5 sensors for AWS 1-5,202
1516797481333,5 Sensors connected to AWS,A thread group of 5 sensors for AWS 1-3,200
1516797481421,5 Sensors connected to Google,A thread group of 5 sensors for Google 2-4,166
1516797481474,5 Sensors connected to AWS,A thread group of 5 sensors for AWS 1-2,198
1516797481513,5 Sensors connected to AWS,A thread group of 5 sensors for AWS 1-1,192
1516797481532,5 Sensors connected to AWS,A thread group of 5 sensors for AWS 1-4,195
1516797481534,5 Sensors connected to AWS,A thread group of 5 sensors for AWS 1-5,194
1516797481534,5 Sensors connected to AWS,A thread group of 5 sensors for AWS 1-3,198
1516797481587,5 Sensors connected to Google,A thread group of 5 sensors for Google 2-4,170
1516797481672,5 Sensors connected to AWS,A thread group of 5 sensors for AWS 1-2,200
1516797481705,5 Sensors connected to AWS,A thread group of 5 sensors for AWS 1-1,193
1516797481757,5 Sensors connected to Google,A thread group of 5 sensors for Google 2-4,156
1516797481728,5 Sensors connected to AWS,A thread group of 5 sensors for AWS 1-5,192
1516797481727,5 Sensors connected to AWS,A thread group of 5 sensors for AWS 1-4,195
1516797481732,5 Sensors connected to AWS,A thread group of 5 sensors for AWS 1-3,192
1516797481913,5 Sensors connected to Google,A thread group of 5 sensors for Google 2-4,154
1516797481872,5 Sensors connected to AWS,A thread group of 5 sensors for AWS 1-2,207
1516797481898,5 Sensors connected to AWS,A thread group of 5 sensors for AWS 1-1,190
1516797481922,5 Sensors connected to AWS,A thread group of 5 sensors for AWS 1-4,200
1516797481920,5 Sensors connected to AWS,A thread group of 5 sensors for AWS 1-5,202
1516797481924,5 Sensors connected to AWS,A thread group of 5 sensors for AWS 1-3,201
1516797482067,5 Sensors connected to Google,A thread group of 5 sensors for Google 2-4,152
1516797482079,5 Sensors connected to AWS,A thread group of 5 sensors for AWS 1-2,194
1516797482088,5 Sensors connected to AWS,A thread group of 5 sensors for AWS 1-1,196
1516797482122,5 Sensors connected to AWS,A thread group of 5 sensors for AWS 1-5,196
1516797482125,5 Sensors connected to AWS,A thread group of 5 sensors for AWS 1-3,193
1516797482122,5 Sensors connected to AWS,A thread group of 5 sensors for AWS 1-4,197
1516797482219,5 Sensors connected to Google,A thread group of 5 sensors for Google 2-4,167
1516797482273,5 Sensors connected to AWS,A thread group of 5 sensors for AWS 1-2,192
1516797482284,5 Sensors connected to AWS,A thread group of 5 sensors for AWS 1-1,190
1516797482319,5 Sensors connected to AWS,A thread group of 5 sensors for AWS 1-4,203
1516797482318,5 Sensors connected to AWS,A thread group of 5 sensors for AWS 1-5,204
1516797482318,5 Sensors connected to AWS,A thread group of 5 sensors for AWS 1-3,204
1516797482386,5 Sensors connected to Google,A thread group of 5 sensors for Google 2-4,157
1516797482465,5 Sensors connected to AWS,A thread group of 5 sensors for AWS 1-2,189
1516797482474,5 Sensors connected to AWS,A thread group of 5 sensors for AWS 1-1,213
1516797482543,5 Sensors connected to Google,A thread group of 5 sensors for Google 2-4,151
1516797482522,5 Sensors connected to AWS,A thread group of 5 sensors for AWS 1-5,195
1516797482522,5 Sensors connected to AWS,A thread group of 5 sensors for AWS 1-4,198
1516797482522,5 Sensors connected to AWS,A thread group of 5 sensors for AWS 1-3,198
1516797482654,5 Sensors connected to AWS,A thread group of 5 sensors for AWS 1-2,197
1516797482694,5 Sensors connected to Google,A thread group of 5 sensors for Google 2-4,162
1516797482688,5 Sensors connected to AWS,A thread group of 5 sensors for AWS 1-1,201
1516797482717,5 Sensors connected to AWS,A thread group of 5 sensors for AWS 1-5,203
1516797482745,5 Sensors connected to AWS,A thread group of 5 sensors for AWS 1-4,189
1516797482745,5 Sensors connected to AWS,A thread group of 5 sensors for AWS 1-3,190
1516797482856,5 Sensors connected to Google,A thread group of 5 sensors for Google 2-4,151
1516797482851,5 Sensors connected to AWS,A thread group of 5 sensors for AWS 1-2,196
1516797482889,5 Sensors connected to AWS,A thread group of 5 sensors for AWS 1-1,198
1516797482920,5 Sensors connected to AWS,A thread group of 5 sensors for AWS 1-5,202
1516797482935,5 Sensors connected to AWS,A thread group of 5 sensors for AWS 1-3,206
1516797482934,5 Sensors connected to AWS,A thread group of 5 sensors for AWS 1-4,208
1516797483007,5 Sensors connected to Google,A thread group of 5 sensors for Google 2-4,160
1516797483048,5 Sensors connected to AWS,A thread group of 5 sensors for AWS 1-2,193
1516797483087,5 Sensors connected to AWS,A thread group of 5 sensors for AWS 1-1,192
1516797483167,5 Sensors connected to Google,A thread group of 5 sensors for Google 2-4,148
1516797483122,5 Sensors connected to AWS,A thread group of 5 sensors for AWS 1-5,195
1516797483141,5 Sensors connected to AWS,A thread group of 5 sensors for AWS 1-3,191
1516797483142,5 Sensors connected to AWS,A thread group of 5 sensors for AWS 1-4,192
1516797483241,5 Sensors connected to AWS,A thread group of 5 sensors for AWS 1-2,194
1516797483315,5 Sensors connected to Google,A thread group of 5 sensors for Google 2-4,148
1516797483279,5 Sensors connected to AWS,A thread group of 5 sensors for AWS 1-1,204
1516797483317,5 Sensors connected to AWS,A thread group of 5 sensors for AWS 1-5,195
1516797483332,5 Sensors connected to AWS,A thread group of 5 sensors for AWS 1-3,191
1516797483334,5 Sensors connected to AWS,A thread group of 5 sensors for AWS 1-4,198
1516797483463,5 Sensors connected to Google,A thread group of 5 sensors for Google 2-4,149
1516797483435,5 Sensors connected to AWS,A thread group of 5 sensors for AWS 1-2,191
1516797483483,5 Sensors connected to AWS,A thread group of 5 sensors for AWS 1-1,196
1516797483512,5 Sensors connected to AWS,A thread group of 5 sensors for AWS 1-5,195
1516797483523,5 Sensors connected to AWS,A thread group of 5 sensors for AWS 1-3,199
1516797483532,5 Sensors connected to AWS,A thread group of 5 sensors for AWS 1-4,194
1516797483612,5 Sensors connected to Google,A thread group of 5 sensors for Google 2-4,157
1516797483626,5 Sensors connected to AWS,A thread group of 5 sensors for AWS 1-2,201
1516797483679,5 Sensors connected to AWS,A thread group of 5 sensors for AWS 1-1,193
1516797483707,5 Sensors connected to AWS,A thread group of 5 sensors for AWS 1-5,194
1516797483769,5 Sensors connected to Google,A thread group of 5 sensors for Google 2-4,153
1516797483722,5 Sensors connected to AWS,A thread group of 5 sensors for AWS 1-3,200
1516797483727,5 Sensors connected to AWS,A thread group of 5 sensors for AWS 1-4,195
1516797483827,5 Sensors connected to AWS,A thread group of 5 sensors for AWS 1-2,198
1516797483872,5 Sensors connected to AWS,A thread group of 5 sensors for AWS 1-1,191
1516797483922,5 Sensors connected to Google,A thread group of 5 sensors for Google 2-4,151
1516797483901,5 Sensors connected to AWS,A thread group of 5 sensors for AWS 1-5,193
1516797483922,5 Sensors connected to AWS,A thread group of 5 sensors for AWS 1-4,197
1516797483922,5 Sensors connected to AWS,A thread group of 5 sensors for AWS 1-3,198
1516797484025,5 Sensors connected to AWS,A thread group of 5 sensors for AWS 1-2,188
1516797484073,5 Sensors connected to Google,A thread group of 5 sensors for Google 2-4,156
1516797484064,5 Sensors connected to AWS,A thread group of 5 sensors for AWS 1-1,196
1516797484094,5 Sensors connected to AWS,A thread group of 5 sensors for AWS 1-5,197
1516797484120,5 Sensors connected to AWS,A thread group of 5 sensors for AWS 1-3,196
1516797484119,5 Sensors connected to AWS,A thread group of 5 sensors for AWS 1-4,196
1516797484229,5 Sensors connected to Google,A thread group of 5 sensors for Google 2-4,156
1516797484214,5 Sensors connected to AWS,A thread group of 5 sensors for AWS 1-2,192
1516797484260,5 Sensors connected to AWS,A thread group of 5 sensors for AWS 1-1,196
1516797484291,5 Sensors connected to AWS,A thread group of 5 sensors for AWS 1-5,193
1516797484316,5 Sensors connected to AWS,A thread group of 5 sensors for AWS 1-4,196
1516797484316,5 Sensors connected to AWS,A thread group of 5 sensors for AWS 1-3,196
1516797484385,5 Sensors connected to Google,A thread group of 5 sensors for Google 2-4,154
1516797484406,5 Sensors connected to AWS,A thread group of 5 sensors for AWS 1-2,194
1516797484457,5 Sensors connected to AWS,A thread group of 5 sensors for AWS 1-1,192
1516797484484,5 Sensors connected to AWS,A thread group of 5 sensors for AWS 1-5,190
1516797484513,5 Sensors connected to AWS,A thread group of 5 sensors for AWS 1-3,193
1516797484513,5 Sensors connected to AWS,A thread group of 5 sensors for AWS 1-4,196
1516797484539,5 Sensors connected to Google,A thread group of 5 sensors for Google 2-4,179
1516797484600,5 Sensors connected to AWS,A thread group of 5 sensors for AWS 1-2,195
1516797484649,5 Sensors connected to AWS,A thread group of 5 sensors for AWS 1-1,195
1516797484718,5 Sensors connected to Google,A thread group of 5 sensors for Google 2-4,147
1516797484674,5 Sensors connected to AWS,A thread group of 5 sensors for AWS 1-5,204
1516797484707,5 Sensors connected to AWS,A thread group of 5 sensors for AWS 1-3,193
1516797484709,5 Sensors connected to AWS,A thread group of 5 sensors for AWS 1-4,191
1516797484796,5 Sensors connected to AWS,A thread group of 5 sensors for AWS 1-2,192
1516797484865,5 Sensors connected to Google,A thread group of 5 sensors for Google 2-4,150
1516797484844,5 Sensors connected to AWS,A thread group of 5 sensors for AWS 1-1,192
1516797484878,5 Sensors connected to AWS,A thread group of 5 sensors for AWS 1-5,195
1516797484901,5 Sensors connected to AWS,A thread group of 5 sensors for AWS 1-4,191
1516797484901,5 Sensors connected to AWS,A thread group of 5 sensors for AWS 1-3,192
1516797485015,5 Sensors connected to Google,A thread group of 5 sensors for Google 2-4,155
1516797484988,5 Sensors connected to AWS,A thread group of 5 sensors for AWS 1-2,197
1516797485037,5 Sensors connected to AWS,A thread group of 5 sensors for AWS 1-1,201
1516797485073,5 Sensors connected to AWS,A thread group of 5 sensors for AWS 1-5,191
1516797485093,5 Sensors connected to AWS,A thread group of 5 sensors for AWS 1-3,195
1516797485092,5 Sensors connected to AWS,A thread group of 5 sensors for AWS 1-4,197
1516797485170,5 Sensors connected to Google,A thread group of 5 sensors for Google 2-4,149
1516797485185,5 Sensors connected to AWS,A thread group of 5 sensors for AWS 1-2,190
1516797485239,5 Sensors connected to AWS,A thread group of 5 sensors for AWS 1-1,194
1516797485264,5 Sensors connected to AWS,A thread group of 5 sensors for AWS 1-5,199
1516797485319,5 Sensors connected to Google,A thread group of 5 sensors for Google 2-4,159
1516797485289,5 Sensors connected to AWS,A thread group of 5 sensors for AWS 1-4,193
1516797485288,5 Sensors connected to AWS,A thread group of 5 sensors for AWS 1-3,194
1516797485375,5 Sensors connected to AWS,A thread group of 5 sensors for AWS 1-2,193
1516797485433,5 Sensors connected to AWS,A thread group of 5 sensors for AWS 1-1,190
1516797485478,5 Sensors connected to Google,A thread group of 5 sensors for Google 2-4,158
1516797485463,5 Sensors connected to AWS,A thread group of 5 sensors for AWS 1-5,197
1516797485482,5 Sensors connected to AWS,A thread group of 5 sensors for AWS 1-4,201
1516797485482,5 Sensors connected to AWS,A thread group of 5 sensors for AWS 1-3,201
1516797485568,5 Sensors connected to AWS,A thread group of 5 sensors for AWS 1-2,195
1516797485636,5 Sensors connected to Google,A thread group of 5 sensors for Google 2-4,149
1516797485623,5 Sensors connected to AWS,A thread group of 5 sensors for AWS 1-1,195
1516797485660,5 Sensors connected to AWS,A thread group of 5 sensors for AWS 1-5,192
1516797485683,5 Sensors connected to AWS,A thread group of 5 sensors for AWS 1-3,196
1516797485683,5 Sensors connected to AWS,A thread group of 5 sensors for AWS 1-4,204
1516797485785,5 Sensors connected to Google,A thread group of 5 sensors for Google 2-4,167
1516797485764,5 Sensors connected to AWS,A thread group of 5 sensors for AWS 1-2,195
1516797485818,5 Sensors connected to AWS,A thread group of 5 sensors for AWS 1-1,196
1516797485852,5 Sensors connected to AWS,A thread group of 5 sensors for AWS 1-5,195
1516797485879,5 Sensors connected to AWS,A thread group of 5 sensors for AWS 1-3,205
1516797485887,5 Sensors connected to AWS,A thread group of 5 sensors for AWS 1-4,208
1516797485953,5 Sensors connected to Google,A thread group of 5 sensors for Google 2-4,154
1516797485959,5 Sensors connected to AWS,A thread group of 5 sensors for AWS 1-2,194
1516797486014,5 Sensors connected to AWS,A thread group of 5 sensors for AWS 1-1,191
1516797486047,5 Sensors connected to AWS,A thread group of 5 sensors for AWS 1-5,195
1516797486107,5 Sensors connected to Google,A thread group of 5 sensors for Google 2-4,147
1516797486084,5 Sensors connected to AWS,A thread group of 5 sensors for AWS 1-3,212
1516797486095,5 Sensors connected to AWS,A thread group of 5 sensors for AWS 1-4,203
1516797486153,5 Sensors connected to AWS,A thread group of 5 sensors for AWS 1-2,203
1516797486206,5 Sensors connected to AWS,A thread group of 5 sensors for AWS 1-1,193
1516797486254,5 Sensors connected to Google,A thread group of 5 sensors for Google 2-4,159
1516797486243,5 Sensors connected to AWS,A thread group of 5 sensors for AWS 1-5,193
1516797486298,5 Sensors connected to AWS,A thread group of 5 sensors for AWS 1-4,204
1516797486296,5 Sensors connected to AWS,A thread group of 5 sensors for AWS 1-3,207
1516797486356,5 Sensors connected to AWS,A thread group of 5 sensors for AWS 1-2,195
1516797486413,5 Sensors connected to Google,A thread group of 5 sensors for Google 2-4,151
1516797486399,5 Sensors connected to AWS,A thread group of 5 sensors for AWS 1-1,191
1516797486436,5 Sensors connected to AWS,A thread group of 5 sensors for AWS 1-5,194
1516797486503,5 Sensors connected to AWS,A thread group of 5 sensors for AWS 1-4,194
1516797486503,5 Sensors connected to AWS,A thread group of 5 sensors for AWS 1-3,203
1516797486564,5 Sensors connected to Google,A thread group of 5 sensors for Google 2-4,152
1516797486551,5 Sensors connected to AWS,A thread group of 5 sensors for AWS 1-2,192
1516797486590,5 Sensors connected to AWS,A thread group of 5 sensors for AWS 1-1,191
1516797486630,5 Sensors connected to AWS,A thread group of 5 sensors for AWS 1-5,195
1516797486716,5 Sensors connected to Google,A thread group of 5 sensors for Google 2-4,155
1516797486698,5 Sensors connected to AWS,A thread group of 5 sensors for AWS 1-4,204
1516797486706,5 Sensors connected to AWS,A thread group of 5 sensors for AWS 1-3,205
1516797486744,5 Sensors connected to AWS,A thread group of 5 sensors for AWS 1-2,189
1516797486782,5 Sensors connected to AWS,A thread group of 5 sensors for AWS 1-1,195
1516797486826,5 Sensors connected to AWS,A thread group of 5 sensors for AWS 1-5,198
1516797486871,5 Sensors connected to Google,A thread group of 5 sensors for Google 2-4,157
1516797486902,5 Sensors connected to AWS,A thread group of 5 sensors for AWS 1-4,195
1516797486911,5 Sensors connected to AWS,A thread group of 5 sensors for AWS 1-3,192
1516797486933,5 Sensors connected to AWS,A thread group of 5 sensors for AWS 1-2,198
1516797486977,5 Sensors connected to AWS,A thread group of 5 sensors for AWS 1-1,194
1516797487028,5 Sensors connected to Google,A thread group of 5 sensors for Google 2-4,161
1516797487024,5 Sensors connected to AWS,A thread group of 5 sensors for AWS 1-5,202
1516797487097,5 Sensors connected to AWS,A thread group of 5 sensors for AWS 1-4,206
1516797487103,5 Sensors connected to AWS,A thread group of 5 sensors for AWS 1-3,205
1516797487131,5 Sensors connected to AWS,A thread group of 5 sensors for AWS 1-2,193
1516797487189,5 Sensors connected to Google,A thread group of 5 sensors for Google 2-4,155
1516797487171,5 Sensors connected to AWS,A thread group of 5 sensors for AWS 1-1,188
1516797487226,5 Sensors connected to AWS,A thread group of 5 sensors for AWS 1-5,198
